text,lang,user-location,place-country,place-country_code,location-coordinates,user-screen_name,created_at,quote_count,reply_count,retweet_count,is_retweet,is_quote_status
"A new case series tells the tale of a dozen men who took sildenafil (generic Viagra) for the first time. All came to the World Eye Hospital in Adana, Turkey, complaining of having ""very intensely blue-colored vision with red-green color blindness."" https://t.co/IfXvjJDYUS",en,"London, ON",,,,lfay_lorraine,Sat Feb 08 12:01:29 +0000 2020,0,0,0,1,FALSE
"A new case series tells the tale of a dozen men who took sildenafil (generic Viagra) for the first time. All came to the World Eye Hospital in Adana, Turkey, complaining of having ""very intensely blue-colored vision with red-green color blindness."" https://t.co/7Mr5EbLPE7",en,"Toronto, Ontario",,,,collette_brown,Fri Feb 07 12:29:58 +0000 2020,0,0,0,1,FALSE
"@adampally Wow. What bent hack nbc exec threw these Jews in a blender? Seriously, how many Pharma ads does it take to underwrite this mishegoss. Levitra for everyone!",en,North America,,,,AlienGourmand,Mon Jan 06 20:15:53 +0000 2020,0,1,0,0,FALSE
"@DGlaucomflecken Embarrassing...too much information...sildenafil/vardenafil (Viagra/Levita) can cause cyanopsia (blue/purple vision), muscle pains and back pains, flushing or cold sweats. By 3 day duration, I'd guess Levitra. 🤭
#ToxRocks #FOAMtox",en,Montreal,,,,jmpilon,Sat Jan 04 14:00:30 +0000 2020,0,0,0,1,FALSE
"A drug dealer that used to sell marijuana, cocaine, or other recreational drugs and got older and now sells Viagra, Cialis, and Levitra to his erectionally challenged customers.",en,"Brighton, Ontario",,,,normbauersavior,Tue Dec 31 18:29:15 +0000 2019,0,0,0,0,FALSE
Sperm count and levitra - Can levitra be used by women - Levitra 5mg price - Laughlin Entertainer https://t.co/yXShK1T41p,en,"Oakville , ON, Canada",,,,maxipestcontrol,Sat Dec 28 19:38:32 +0000 2019,0,0,0,0,FALSE
"Mental horniness doesn't always translate to being physical horniness. Just ask the makers of Viagra, Cialis, Levitra.....",en,Canada,,,,gummybearcub,Sat Dec 21 13:39:17 +0000 2019,0,1,0,0,FALSE
"Science fiction writers often have to invent names. Alien names. Names for creatures, names for planets. Do not rack your brain. Drug companies have already done the work for you. Xeljans. Ozempic. Badla. Levitra. Eliquis. Don't these sound like the names of aliens or planets? https://t.co/Up69AQWtLL",en,"Hamilton, Ontario, Canada",,,,GravelleRon,Tue Dec 17 20:15:04 +0000 2019,0,0,0,1,FALSE
"@tedcruz If you’re not pro choice HAND OVER YOUR VIAGRA! NOW! OR CIALIS OR LEVITRA. Whatever it is, HAND IT OVER!",en,"Tribeca, Manhattan",,,,frantikfemale,Mon Aug 12 21:59:24 +0000 2019,0,0,0,0,FALSE
"Réflexion sur le #pourriel. 

Y a un moment, la boîte de pourriel était inondée d'annonces de Viagra et de Levitra.

Ces jours-ci, elle se remplit des pubs pour la mycose des ongles (""Nail Fungus"").

Comme on dit, ça change le mal de place. :)",fr,"Ottawa, ON",,,,arcducanada,Fri Jul 19 16:46:38 +0000 2019,0,1,1,0,FALSE
Not all populism is the same. @mccorg @DevPeace @CRC_Canada. See @publicjustice  speech on Reframing Populism: https://t.co/JkUvzeed8f https://t.co/KQ5PU0CV1t,en,"Ottawa, Ontario",,,,dennisgruending,Mon Jun 10 16:40:08 +0000 2019,0,0,0,0,FALSE
@choupete450 La vasectomie t’en fais quoi ? Le lévitra t’en fais quoi ! Et c’est pas pour le désir ces pilules! C’est pour problème érectile! Si t’as pas de désir ça donne rien !,fr,Canada,,,,changuy84,Fri May 24 02:37:03 +0000 2019,0,2,0,0,FALSE
"Is your sex life boring? Having trouble performing? Do you hate the side effects of Viagra, Levitra and Cialis? Then this is the book for you. Change your sex life FAST!  https://t.co/uOLqkEnTap",en,"Vancouver, BC",,,,BobiD6,Wed Feb 27 05:18:01 +0000 2019,1,0,0,0,FALSE
"For men suffering from #ErectileDysfunction, it can be difficult to choose from all the options on the market. Click here to see the the best &amp; compare the namebrand and generic medications available today. 
https://t.co/asfkvKaq2u
#MondayMotivation #menshealth #CANPharmacyKing https://t.co/j3GIDHEv40",en,"Surrey, BC",,,,CANPharmacyKing,Mon Feb 25 14:21:30 +0000 2019,0,0,1,0,FALSE
"The war against counterfeit #drugs is waging on in Canada, with reports of fake #cancer drugs, #Viagra, #Cialis and #Levitra surging on. The issue is on a global scale, and no one is quite sure how to best tackle it. #pharmacy #drugs #drugcrisis #health 
https://t.co/TqvFWjt90k",en,"Toronto, Ontario",,,,RecruiterSperry,Tue Feb 19 19:35:37 +0000 2019,0,0,0,1,FALSE
"The war against counterfeit #drugs is waging on in Canada, with reports of fake #cancer drugs, #Viagra, #Cialis and #Levitra surging on. The issue is on a global scale, and no one is quite sure how to best tackle it. #pharmacy #drugs #drugcrisis #health 
https://t.co/TqvFWjt90k",en,"Toronto, Ontario",,,,AndreaDAngeloRx,Sat Feb 16 02:31:22 +0000 2019,0,0,0,1,FALSE
"The war against counterfeit #drugs is waging on in Canada, with reports of fake #cancer drugs, #Viagra, #Cialis and #Levitra surging on. The issue is on a global scale, and no one is quite sure how to best tackle it. #pharmacy #drugs #drugcrisis #health 
https://t.co/TqvFWjt90k",en,"Toronto, Ontario",,,,TALPharmacyRX,Fri Feb 15 20:24:02 +0000 2019,0,0,2,0,FALSE
"@UroPoet Levitra works quickly.
Viagra too.
Cialis lasts longer.
But it isn't blue.
#MedicalValentines 
#UroPoet",en,"Toronto, Ontario",,,,DrJohnAquino,Thu Feb 14 21:11:34 +0000 2019,0,0,1,0,FALSE
"This week #relationships are in the air new and old and even matured. With that the discussions often change. Can Marriage Survive Impotence? 

💻Read this @SkyeSherman article

#WednesdayThoughts #Relationship #CANPharmaKing #Throwback #ED #MensHealth 

https://t.co/AqOiQ1lUp8 https://t.co/q025t8FjEz",en,"Surrey, BC, Canada",,,,CANPharmaWorld,Wed Feb 13 14:13:37 +0000 2019,0,0,0,0,FALSE
"@MissGSJ My dream/nightmare is to be in permanent chastity, trained to NEED to wear bigger and bigger butt plug 24/7 (with one short daily break for bathroom privileges), and rotating daily doses of Viagra, Cialis, Levitra, &amp; Stendra. #sissymaidtraining",en,"AB, Canada",,,,CoconutsPiglet,Wed Dec 12 19:44:37 +0000 2018,0,0,0,0,FALSE
"@maggieserota ""Now, thanks to Levitra, our relationship is stronger than ever."" https://t.co/sBWezjEiio",en,Toronto,,,,tcote,Wed Dec 12 15:55:25 +0000 2018,0,1,0,0,FALSE
"@Grube4982 @emrazz @charliekirk11 Tadalafil (Cialis) 
Vardenafil (Levitra, Staxyn)
PSA (prostate specific antigen) test
Or ANY other male specific Medication or Test",ro,Redacted For Privacy & Safety ,,,,RealFactsVsFake,Wed Nov 14 22:34:41 +0000 2018,0,0,0,0,FALSE
@IlanShahin @supermarioelia Levitra for a month...is nothing sacred?,en,"Toronto, Ontario",,,,DrJohnAquino,Mon Oct 22 22:21:50 +0000 2018,0,0,0,0,FALSE
"@MissMelodyMay Poppers are illegal in Canada, sadly. But long-term chastity plus rotating daily doses of Viagra/Cialis/Levitra is...erm...""interesting""...especially when combined with long-term extreme anal plug wear.",en,"AB, Canada",,,,CoconutsPiglet,Fri Oct 19 19:52:07 +0000 2018,0,0,0,0,FALSE
@_Harmonyxo Lol maybe the levitra took a while to kick in and they’re getting busy..,en,montreal ,,,,mtl_boredstupid,Sun Oct 14 12:58:36 +0000 2018,0,0,0,0,FALSE
Bonus Pill With Every Order – Levitra Super Force 20 mg  sin receta medica en farmacia – Free Courier Deliver... https://t.co/0IkQxXEYoJ,en,"Hamilton, Ontario",,,,myassistantapp,Sat Oct 13 03:00:20 +0000 2018,0,0,0,0,FALSE
"Can You Really Save by Buying Viagra, Cialis &amp; Levitra from a Canadian Pharmacy? Find out more here
https://t.co/VvfPyn4PmN @CarissaAndrews 
#AffordableHealthcare #ErectileDysfunction #CanadianPharmacy #OnlinePharmacy #CANPharmaWorld #Savings #CIPA #TuesdayThoughts https://t.co/99tm1faO0B",en,"Surrey, BC, Canada",,,,CANPharmaWorld,Tue Sep 25 14:30:26 +0000 2018,0,0,0,0,FALSE
@CrazyRxMan Nope! Levitra had the best pen EVER!Levitra pen https://t.co/SnFox9b6qN via @YouTube,en,"Tennessee, USA",,,,SPrecussion,Sun Sep 16 02:28:18 +0000 2018,0,0,0,0,FALSE
"Erectile Dysfunction - Understand Viagra, Cialis, Levitra and Your Health https://t.co/BaDINeIjgm",en,Canada,,,,50Plushealths,Sun Aug 19 00:04:10 +0000 2018,0,1,1,0,FALSE
"$CELZ ~ .035 The true value of this #Stemcell tech company will soon be realized here.Many patents! One of which &gt; #CAVERSTEM will replace #viagra #cialis &amp; #levitra. Uses your own Bone marrow stemcells to rejuvenate the corpus cavernosum. 90% success rate! @mdfacep
@gershmanmdla",en,Kingston Ontario,,,,OTCBUL,Tue Aug 14 14:23:21 +0000 2018,0,0,0,1,FALSE
"@guyalepage Maintenant fusionné avec Bayer,ils développeront sûrement du maïs à l’AAS ,des fraises au Claritin,du blé à l’alka seltzer,des bananes au levitra.",fr,"Drummondville, Québec",,,,AMFM2208,Sat Aug 11 00:10:14 +0000 2018,0,0,0,0,FALSE
"Most Common Diseases of Men of 50Plus - Erectile Dysfunction - Understand Viagra, Cialis, Levitra and Your Health https://t.co/07BzDL0ySr",en,Canada,,,,50Plushealths,Thu Aug 09 01:01:32 +0000 2018,0,0,0,0,FALSE
"Can You Really Save by Buying Viagra, Cialis, &amp; Levitra from a Canadian Pharmacy? Wha else is it good for? https://t.co/l3aD2Sccta a @CarrieABorzillo #CANPharmacyWorld #eddrugs #erectiledysfunction #cialis #viagra #levitra #CIPA #FridayReads #FlashbackFriday #WeekendReads https://t.co/IWVK9k4U9x",en,"Surrey, BC, Canada",,,,CANPharmaWorld,Fri Jul 20 20:21:30 +0000 2018,0,0,0,0,FALSE
"@MissMelodyMay They need permanently locked clits, permanent butt plug, and daily doses of Viagra/Cialis/Levitra--and training to ignore all of those things!",en,"AB, Canada",,,,CoconutsPiglet,Sat Jul 14 01:58:25 +0000 2018,0,0,0,0,FALSE
The Truth about Affordable Viagra Online. It's a #ThrowbackThursday But its an everyday discussion https://t.co/V7FViO0KlO #viagara #affordablemedication #erectiledysfunction #generic #levitra #onlinepharmacy #canadianpharmacy #CANPharmaWorld #AlternativeMedicine https://t.co/VNctQhLH59,en,"Surrey, BC, Canada",,,,CANPharmaWorld,Thu Jul 12 20:20:22 +0000 2018,0,0,0,0,FALSE
"@samanthadjb When I worked corporate and Cialis and Levitra were launched, I had to write an educational piece for pharmacists on ED drugs. Let's just say that one link I clicked on probably piqued HR's interest. Whoops",en,"Toronto, Ontario",,,,tyronemund,Tue Jul 10 23:18:36 +0000 2018,0,1,0,0,FALSE
